0.000000,0.000000
25.649165,-100.290241
25.649198,-100.290247
25.649198,-100.290247
25.649328,-100.290239
25.649360,-100.290237
25.649388,-100.290231
25.649360,-100.290237
25.649388,-100.290231
25.649481,-100.290228
25.649481,-100.290228
25.649481,-100.290228
25.649481,-100.290228
25.649481,-100.290228
25.649481,-100.290228
25.649481,-100.290228
25.649481,-100.290228
25.649481,-100.290228
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649506,-100.290229
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649536,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649567,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649601,-100.290230
25.649631,-100.290233
25.649631,-100.290233
25.649631,-100.290233
25.649631,-100.290233
25.649631,-100.290233
25.649631,-100.290233
25.649661,-100.290230
25.649661,-100.290230
25.649661,-100.290230
25.649685,-100.290229
25.649685,-100.290229
25.649685,-100.290229
25.649713,-100.290229
25.649713,-100.290229
25.649713,-100.290229
25.649713,-100.290229
25.649713,-100.290229
25.649713,-100.290229
25.649845,-100.290244
25.649845,-100.290244
25.649867,-100.290251
25.649867,-100.290251
25.649867,-100.290251
25.649867,-100.290251
25.649867,-100.290251
25.649984,-100.290229
25.649984,-100.290229
25.649984,-100.290229
25.649984,-100.290229
